#    eta               f             df/deta       d2f/deta^2       d3f/deta^3            v Rex
# -0.10000000E+00    # beta 
 0.45000002E+01  0.24381340E+01  0.95250335E+00  0.65980794E-01 -0.72188704E-01  0.92406566E+00
 0.45060002E+01  0.24438501E+01  0.95289800E+00  0.65548482E-01 -0.71901012E-01  0.92495425E+00
 0.45120002E+01  0.24495686E+01  0.95329007E+00  0.65117897E-01 -0.71612834E-01  0.92583818E+00
 0.45180002E+01  0.24552895E+01  0.95367955E+00  0.64689042E-01 -0.71324187E-01  0.92671747E+00
 0.45240002E+01  0.24610127E+01  0.95406647E+00  0.64261921E-01 -0.71035087E-01  0.92759212E+00
 0.45300002E+01  0.24667381E+01  0.95445082E+00  0.63836535E-01 -0.70745549E-01  0.92846215E+00
 0.45360002E+01  0.24724659E+01  0.95483264E+00  0.63412888E-01 -0.70455591E-01  0.92932755E+00
 0.45420002E+01  0.24781960E+01  0.95521191E+00  0.62990982E-01 -0.70165228E-01  0.93018834E+00
 0.45480002E+01  0.24839284E+01  0.95558866E+00  0.62570819E-01 -0.69874476E-01  0.93104453E+00
 0.45540002E+01  0.24896630E+01  0.95596289E+00  0.62152401E-01 -0.69583351E-01  0.93189612E+00
 0.45600002E+01  0.24953998E+01  0.95633461E+00  0.61735732E-01 -0.69291868E-01  0.93274312E+00
 0.45660002E+01  0.25011389E+01  0.95670385E+00  0.61320812E-01 -0.69000043E-01  0.93358555E+00
 0.45720002E+01  0.25068801E+01  0.95707059E+00  0.60907644E-01 -0.68707893E-01  0.93442341E+00
 0.45780002E+01  0.25126236E+01  0.95743486E+00  0.60496230E-01 -0.68415432E-01  0.93525671E+00
 0.45840002E+01  0.25183692E+01  0.95779667E+00  0.60086572E-01 -0.68122677E-01  0.93608546E+00
 0.45900002E+01  0.25241170E+01  0.95815603E+00  0.59678671E-01 -0.67829642E-01  0.93690967E+00
 0.45960002E+01  0.25298670E+01  0.95851294E+00  0.59272529E-01 -0.67536343E-01  0.93772935E+00
 0.46020002E+01  0.25356191E+01  0.95886743E+00  0.58868147E-01 -0.67242796E-01  0.93854450E+00
 0.46080002E+01  0.25413733E+01  0.95921949E+00  0.58465527E-01 -0.66949016E-01  0.93935515E+00
 0.46140002E+01  0.25471296E+01  0.95956914E+00  0.58064671E-01 -0.66655017E-01  0.94016129E+00
 0.46200002E+01  0.25528880E+01  0.95991639E+00  0.57665579E-01 -0.66360816E-01  0.94096295E+00
 0.46260002E+01  0.25586485E+01  0.96026125E+00  0.57268253E-01 -0.66066427E-01  0.94176011E+00
 0.46320002E+01  0.25644110E+01  0.96060373E+00  0.56872694E-01 -0.65771865E-01  0.94255281E+00
 0.46380002E+01  0.25701756E+01  0.96094384E+00  0.56478903E-01 -0.65477146E-01  0.94334105E+00
 0.46440002E+01  0.25759423E+01  0.96128160E+00  0.56086880E-01 -0.65182284E-01  0.94412484E+00
 0.46500002E+01  0.25817109E+01  0.96161700E+00  0.55696627E-01 -0.64887294E-01  0.94490418E+00
 0.46560002E+01  0.25874816E+01  0.96195008E+00  0.55308144E-01 -0.64592190E-01  0.94567910E+00
 0.46620002E+01  0.25932542E+01  0.96228082E+00  0.54921433E-01 -0.64296988E-01  0.94644959E+00
 0.46680002E+01  0.25990288E+01  0.96260925E+00  0.54536492E-01 -0.64001701E-01  0.94721568E+00
 0.46740002E+01  0.26048054E+01  0.96293538E+00  0.54153324E-01 -0.63706345E-01  0.94797737E+00
 0.46800002E+01  0.26105840E+01  0.96325921E+00  0.53771927E-01 -0.63410934E-01  0.94873468E+00
 0.46860002E+01  0.26163644E+01  0.96358076E+00  0.53392304E-01 -0.63115482E-01  0.94948761E+00
 0.46920002E+01  0.26221468E+01  0.96390003E+00  0.53014453E-01 -0.62820004E-01  0.95023618E+00
 0.46980002E+01  0.26279311E+01  0.96421705E+00  0.52638375E-01 -0.62524513E-01  0.95098039E+00
 0.47040002E+01  0.26337173E+01  0.96453181E+00  0.52264070E-01 -0.62229023E-01  0.95172026E+00
 0.47100002E+01  0.26395054E+01  0.96484433E+00  0.51891538E-01 -0.61933550E-01  0.95245580E+00
 0.47160002E+01  0.26452954E+01  0.96515462E+00  0.51520779E-01 -0.61638106E-01  0.95318703E+00
 0.47220002E+01  0.26510872E+01  0.96546270E+00  0.51151792E-01 -0.61342706E-01  0.95391395E+00
 0.47280002E+01  0.26568808E+01  0.96576856E+00  0.50784578E-01 -0.61047363E-01  0.95463657E+00
 0.47340002E+01  0.26626763E+01  0.96607223E+00  0.50419135E-01 -0.60752091E-01  0.95535492E+00
 0.47400002E+01  0.26684736E+01  0.96637370E+00  0.50055464E-01 -0.60456903E-01  0.95606899E+00
 0.47460002E+01  0.26742727E+01  0.96667300E+00  0.49693563E-01 -0.60161814E-01  0.95677880E+00
 0.47520002E+01  0.26800736E+01  0.96697014E+00  0.49333433E-01 -0.59866836E-01  0.95748437E+00
 0.47580002E+01  0.26858762E+01  0.96726512E+00  0.48975073E-01 -0.59571983E-01  0.95818570E+00
 0.47640002E+01  0.26916807E+01  0.96755795E+00  0.48618481E-01 -0.59277268E-01  0.95888281E+00
 0.47700002E+01  0.26974868E+01  0.96784865E+00  0.48263657E-01 -0.58982705E-01  0.95957571E+00
 0.47760002E+01  0.27032948E+01  0.96813722E+00  0.47910600E-01 -0.58688305E-01  0.96026442E+00
 0.47820002E+01  0.27091044E+01  0.96842368E+00  0.47559308E-01 -0.58394083E-01  0.96094894E+00
 0.47880002E+01  0.27149158E+01  0.96870804E+00  0.47209782E-01 -0.58100051E-01  0.96162929E+00
 0.47940002E+01  0.27207288E+01  0.96899031E+00  0.46862019E-01 -0.57806223E-01  0.96230548E+00
 0.48000002E+01  0.27265436E+01  0.96927050E+00  0.46516019E-01 -0.57512610E-01  0.96297752E+00
 0.48060002E+01  0.27323600E+01  0.96954861E+00  0.46171779E-01 -0.57219225E-01  0.96364543E+00
 0.48120002E+01  0.27381780E+01  0.96982466E+00  0.45829299E-01 -0.56926081E-01  0.96430923E+00
 0.48180002E+01  0.27439978E+01  0.97009867E+00  0.45488578E-01 -0.56633190E-01  0.96496891E+00
 0.48240002E+01  0.27498191E+01  0.97037063E+00  0.45149613E-01 -0.56340565E-01  0.96562450E+00
 0.48300002E+01  0.27556421E+01  0.97064057E+00  0.44812403E-01 -0.56048217E-01  0.96627601E+00
 0.48360002E+01  0.27614668E+01  0.97090848E+00  0.44476946E-01 -0.55756160E-01  0.96692345E+00
 0.48420002E+01  0.27672930E+01  0.97117439E+00  0.44143241E-01 -0.55464404E-01  0.96756684E+00
 0.48480002E+01  0.27731208E+01  0.97143831E+00  0.43811285E-01 -0.55172963E-01  0.96820619E+00
 0.48540002E+01  0.27789501E+01  0.97170023E+00  0.43481077E-01 -0.54881847E-01  0.96884151E+00
 0.48600002E+01  0.27847811E+01  0.97196018E+00  0.43152615E-01 -0.54591069E-01  0.96947281E+00
 0.48660002E+01  0.27906136E+01  0.97221817E+00  0.42825896E-01 -0.54300640E-01  0.97010012E+00
 0.48720002E+01  0.27964476E+01  0.97247419E+00  0.42500919E-01 -0.54010572E-01  0.97072344E+00
 0.48780002E+01  0.28022832E+01  0.97272828E+00  0.42177682E-01 -0.53720875E-01  0.97134279E+00
 0.48840002E+01  0.28081203E+01  0.97298043E+00  0.41856181E-01 -0.53431563E-01  0.97195818E+00
 0.48900002E+01  0.28139589E+01  0.97323065E+00  0.41536415E-01 -0.53142645E-01  0.97256962E+00
 0.48960002E+01  0.28197990E+01  0.97347896E+00  0.41218382E-01 -0.52854133E-01  0.97317713E+00
 0.49020002E+01  0.28256405E+01  0.97372537E+00  0.40902078E-01 -0.52566038E-01  0.97378072E+00
 0.49080002E+01  0.28314836E+01  0.97396989E+00  0.40587502E-01 -0.52278372E-01  0.97438042E+00
 0.49140002E+01  0.28373281E+01  0.97421252E+00  0.40274651E-01 -0.51991144E-01  0.97497622E+00
 0.49200002E+01  0.28431741E+01  0.97445328E+00  0.39963521E-01 -0.51704365E-01  0.97556814E+00
 0.49260002E+01  0.28490215E+01  0.97469218E+00  0.39654111E-01 -0.51418047E-01  0.97615621E+00
 0.49320002E+01  0.28548703E+01  0.97492922E+00  0.39346418E-01 -0.51132200E-01  0.97674043E+00
 0.49380002E+01  0.28607205E+01  0.97516443E+00  0.39040438E-01 -0.50846834E-01  0.97732082E+00
 0.49440002E+01  0.28665722E+01  0.97539780E+00  0.38736169E-01 -0.50561959E-01  0.97789739E+00
 0.49500002E+01  0.28724253E+01  0.97562936E+00  0.38433608E-01 -0.50277587E-01  0.97847015E+00
 0.49560002E+01  0.28782797E+01  0.97585910E+00  0.38132752E-01 -0.49993726E-01  0.97903913E+00
 0.49620002E+01  0.28841355E+01  0.97608704E+00  0.37833598E-01 -0.49710387E-01  0.97960433E+00
 0.49680002E+01  0.28899927E+01  0.97631320E+00  0.37536142E-01 -0.49427581E-01  0.98016577E+00
 0.49740002E+01  0.28958512E+01  0.97653757E+00  0.37240381E-01 -0.49145316E-01  0.98072347E+00
 0.49800002E+01  0.29017110E+01  0.97676017E+00  0.36946312E-01 -0.48863602E-01  0.98127743E+00
 0.49860002E+01  0.29075722E+01  0.97698102E+00  0.36653932E-01 -0.48582450E-01  0.98182768E+00
 0.49920002E+01  0.29134347E+01  0.97720011E+00  0.36363237E-01 -0.48301869E-01  0.98237423E+00
 0.49980002E+01  0.29192986E+01  0.97741747E+00  0.36074224E-01 -0.48021867E-01  0.98291709E+00
 0.50040002E+01  0.29251637E+01  0.97763309E+00  0.35786890E-01 -0.47742455E-01  0.98345627E+00
 0.50100002E+01  0.29310301E+01  0.97784700E+00  0.35501230E-01 -0.47463642E-01  0.98399180E+00
 0.50160002E+01  0.29368978E+01  0.97805920E+00  0.35217241E-01 -0.47185436E-01  0.98452369E+00
 0.50220002E+01  0.29427667E+01  0.97826969E+00  0.34934920E-01 -0.46907848E-01  0.98505195E+00
 0.50280002E+01  0.29486369E+01  0.97847850E+00  0.34654262E-01 -0.46630884E-01  0.98557660E+00
 0.50340002E+01  0.29545084E+01  0.97868563E+00  0.34375265E-01 -0.46354555E-01  0.98609765E+00
 0.50400002E+01  0.29603811E+01  0.97889109E+00  0.34097924E-01 -0.46078870E-01  0.98661512E+00
 0.50460002E+01  0.29662550E+01  0.97909489E+00  0.33822235E-01 -0.45803836E-01  0.98712901E+00
 0.50520002E+01  0.29721302E+01  0.97929705E+00  0.33548194E-01 -0.45529462E-01  0.98763936E+00
 0.50580002E+01  0.29780065E+01  0.97949756E+00  0.33275798E-01 -0.45255757E-01  0.98814617E+00
 0.50640002E+01  0.29838841E+01  0.97969644E+00  0.33005041E-01 -0.44982728E-01  0.98864946E+00
 0.50700002E+01  0.29897628E+01  0.97989370E+00  0.32735922E-01 -0.44710385E-01  0.98914924E+00
 0.50760002E+01  0.29956428E+01  0.98008935E+00  0.32468434E-01 -0.44438735E-01  0.98964552E+00
 0.50820002E+01  0.30015238E+01  0.98028341E+00  0.32202574E-01 -0.44167785E-01  0.99013833E+00
 0.50880002E+01  0.30074061E+01  0.98047587E+00  0.31938338E-01 -0.43897545E-01  0.99062768E+00
 0.50940002E+01  0.30132895E+01  0.98066675E+00  0.31675721E-01 -0.43628021E-01  0.99111358E+00
 0.51000002E+01  0.30191740E+01  0.98085606E+00  0.31414719E-01 -0.43359222E-01  0.99159605E+00
 0.51060002E+01  0.30250597E+01  0.98104381E+00  0.31155328E-01 -0.43091154E-01  0.99207510E+00
 0.51120002E+01  0.30309465E+01  0.98123000E+00  0.30897544E-01 -0.42823826E-01  0.99255076E+00
 0.51180002E+01  0.30368344E+01  0.98141466E+00  0.30641361E-01 -0.42557244E-01  0.99302302E+00
 0.51240002E+01  0.30427234E+01  0.98159778E+00  0.30386775E-01 -0.42291416E-01  0.99349192E+00
 0.51300002E+01  0.30486135E+01  0.98177938E+00  0.30133783E-01 -0.42026349E-01  0.99395746E+00
 0.51360002E+01  0.30545047E+01  0.98195946E+00  0.29882378E-01 -0.41762050E-01  0.99441966E+00
 0.51420002E+01  0.30603970E+01  0.98213805E+00  0.29632557E-01 -0.41498525E-01  0.99487854E+00
 0.51480002E+01  0.30662903E+01  0.98231513E+00  0.29384315E-01 -0.41235783E-01  0.99533411E+00
 0.51540002E+01  0.30721847E+01  0.98249073E+00  0.29137648E-01 -0.40973829E-01  0.99578639E+00
 0.51600002E+01  0.30780802E+01  0.98266486E+00  0.28892549E-01 -0.40712669E-01  0.99623539E+00
 0.51660002E+01  0.30839766E+01  0.98283752E+00  0.28649016E-01 -0.40452312E-01  0.99668112E+00
 0.51720002E+01  0.30898742E+01  0.98300873E+00  0.28407042E-01 -0.40192762E-01  0.99712361E+00
 0.51780002E+01  0.30957727E+01  0.98317848E+00  0.28166623E-01 -0.39934026E-01  0.99756287E+00
 0.51840002E+01  0.31016722E+01  0.98334680E+00  0.27927754E-01 -0.39676111E-01  0.99799891E+00
 0.51900002E+01  0.31075728E+01  0.98351369E+00  0.27690431E-01 -0.39419023E-01  0.99843175E+00
 0.51960002E+01  0.31134744E+01  0.98367916E+00  0.27454647E-01 -0.39162767E-01  0.99886140E+00
 0.52020002E+01  0.31193769E+01  0.98384322E+00  0.27220399E-01 -0.38907349E-01  0.99928789E+00
 0.52080002E+01  0.31252804E+01  0.98400588E+00  0.26987681E-01 -0.38652775E-01  0.99971122E+00
 0.52140002E+01  0.31311849E+01  0.98416714E+00  0.26756488E-01 -0.38399052E-01  0.10001314E+01
 0.52200002E+01  0.31370904E+01  0.98432703E+00  0.26526815E-01 -0.38146183E-01  0.10005485E+01
 0.52260002E+01  0.31429968E+01  0.98448554E+00  0.26298656E-01 -0.37894176E-01  0.10009624E+01
 0.52320002E+01  0.31489042E+01  0.98464268E+00  0.26072007E-01 -0.37643035E-01  0.10013733E+01
 0.52380002E+01  0.31548125E+01  0.98479847E+00  0.25846863E-01 -0.37392766E-01  0.10017811E+01
 0.52440002E+01  0.31607217E+01  0.98495292E+00  0.25623217E-01 -0.37143373E-01  0.10021858E+01
 0.52500002E+01  0.31666318E+01  0.98510602E+00  0.25401066E-01 -0.36894863E-01  0.10025875E+01
 0.52560002E+01  0.31725429E+01  0.98525780E+00  0.25180403E-01 -0.36647239E-01  0.10029862E+01
 0.52620002E+01  0.31784549E+01  0.98540825E+00  0.24961223E-01 -0.36400507E-01  0.10033818E+01
 0.52680003E+01  0.31843678E+01  0.98555740E+00  0.24743521E-01 -0.36154671E-01  0.10037744E+01
 0.52740003E+01  0.31902815E+01  0.98570524E+00  0.24527292E-01 -0.35909737E-01  0.10041641E+01
 0.52800003E+01  0.31961962E+01  0.98585180E+00  0.24312529E-01 -0.35665709E-01  0.10045508E+01
 0.52860003E+01  0.32021117E+01  0.98599706E+00  0.24099228E-01 -0.35422591E-01  0.10049345E+01
 0.52920003E+01  0.32080281E+01  0.98614105E+00  0.23887383E-01 -0.35180388E-01  0.10053153E+01
 0.52980003E+01  0.32139454E+01  0.98628378E+00  0.23676989E-01 -0.34939104E-01  0.10056932E+01
 0.53040003E+01  0.32198635E+01  0.98642524E+00  0.23468040E-01 -0.34698743E-01  0.10060681E+01
 0.53100003E+01  0.32257824E+01  0.98656546E+00  0.23260530E-01 -0.34459310E-01  0.10064402E+01
 0.53160003E+01  0.32317022E+01  0.98670443E+00  0.23054455E-01 -0.34220808E-01  0.10068094E+01
 0.53220003E+01  0.32376228E+01  0.98684218E+00  0.22849807E-01 -0.33983241E-01  0.10071757E+01
 0.53280003E+01  0.32435443E+01  0.98697870E+00  0.22646583E-01 -0.33746613E-01  0.10075392E+01
 0.53340003E+01  0.32494665E+01  0.98711400E+00  0.22444775E-01 -0.33510929E-01  0.10078999E+01
 0.53400003E+01  0.32553896E+01  0.98724810E+00  0.22244379E-01 -0.33276191E-01  0.10082577E+01
 0.53460003E+01  0.32613135E+01  0.98738099E+00  0.22045389E-01 -0.33042403E-01  0.10086128E+01
 0.53520003E+01  0.32672381E+01  0.98751270E+00  0.21847798E-01 -0.32809568E-01  0.10089651E+01
 0.53580003E+01  0.32731636E+01  0.98764323E+00  0.21651602E-01 -0.32577691E-01  0.10093146E+01
 0.53640003E+01  0.32790898E+01  0.98777258E+00  0.21456795E-01 -0.32346774E-01  0.10096613E+01
 0.53700003E+01  0.32850168E+01  0.98790077E+00  0.21263370E-01 -0.32116820E-01  0.10100053E+01
 0.53760003E+01  0.32909446E+01  0.98802780E+00  0.21071322E-01 -0.31887832E-01  0.10103466E+01
 0.53820003E+01  0.32968731E+01  0.98815369E+00  0.20880645E-01 -0.31659814E-01  0.10106852E+01
 0.53880003E+01  0.33028024E+01  0.98827843E+00  0.20691334E-01 -0.31432768E-01  0.10110210E+01
 0.53940003E+01  0.33087324E+01  0.98840204E+00  0.20503382E-01 -0.31206698E-01  0.10113542E+01
 0.54000003E+01  0.33146632E+01  0.98852453E+00  0.20316784E-01 -0.30981605E-01  0.10116848E+01
 0.54060003E+01  0.33205947E+01  0.98864590E+00  0.20131534E-01 -0.30757493E-01  0.10120127E+01
 0.54120003E+01  0.33265269E+01  0.98876617E+00  0.19947625E-01 -0.30534364E-01  0.10123379E+01
 0.54180003E+01  0.33324598E+01  0.98888533E+00  0.19765053E-01 -0.30312221E-01  0.10126606E+01
 0.54240003E+01  0.33383935E+01  0.98900341E+00  0.19583810E-01 -0.30091065E-01  0.10129806E+01
 0.54300003E+01  0.33443278E+01  0.98912040E+00  0.19403892E-01 -0.29870900E-01  0.10132981E+01
 0.54360003E+01  0.33502629E+01  0.98923631E+00  0.19225291E-01 -0.29651727E-01  0.10136130E+01
 0.54420003E+01  0.33561986E+01  0.98935116E+00  0.19048003E-01 -0.29433549E-01  0.10139253E+01
 0.54480003E+01  0.33621350E+01  0.98946494E+00  0.18872021E-01 -0.29216367E-01  0.10142351E+01
 0.54540003E+01  0.33680722E+01  0.98957767E+00  0.18697340E-01 -0.29000184E-01  0.10145424E+01
 0.54600003E+01  0.33740099E+01  0.98968936E+00  0.18523952E-01 -0.28785002E-01  0.10148471E+01
 0.54660003E+01  0.33799484E+01  0.98980002E+00  0.18351853E-01 -0.28570821E-01  0.10151494E+01
 0.54720003E+01  0.33858875E+01  0.98990964E+00  0.18181036E-01 -0.28357645E-01  0.10154492E+01
 0.54780003E+01  0.33918273E+01  0.99001824E+00  0.18011496E-01 -0.28145474E-01  0.10157465E+01
 0.54840003E+01  0.33977677E+01  0.99012583E+00  0.17843225E-01 -0.27934310E-01  0.10160413E+01
 0.54900003E+01  0.34037088E+01  0.99023241E+00  0.17676219E-01 -0.27724154E-01  0.10163337E+01
 0.54960003E+01  0.34096504E+01  0.99033800E+00  0.17510470E-01 -0.27515009E-01  0.10166237E+01
 0.55020003E+01  0.34155928E+01  0.99044259E+00  0.17345974E-01 -0.27306875E-01  0.10169113E+01
 0.55080003E+01  0.34215357E+01  0.99054620E+00  0.17182724E-01 -0.27099753E-01  0.10171965E+01
 0.55140003E+01  0.34274793E+01  0.99064884E+00  0.17020713E-01 -0.26893644E-01  0.10174793E+01
 0.55200003E+01  0.34334235E+01  0.99075050E+00  0.16859936E-01 -0.26688551E-01  0.10177598E+01
 0.55260003E+01  0.34393683E+01  0.99085121E+00  0.16700387E-01 -0.26484473E-01  0.10180379E+01
 0.55320003E+01  0.34453137E+01  0.99095096E+00  0.16542059E-01 -0.26281411E-01  0.10183136E+01
 0.55380003E+01  0.34512597E+01  0.99104976E+00  0.16384947E-01 -0.26079367E-01  0.10185871E+01
 0.55440003E+01  0.34572062E+01  0.99114762E+00  0.16229044E-01 -0.25878340E-01  0.10188582E+01
 0.55500003E+01  0.34631534E+01  0.99124456E+00  0.16074345E-01 -0.25678333E-01  0.10191271E+01
 0.55560003E+01  0.34691011E+01  0.99134057E+00  0.15920843E-01 -0.25479345E-01  0.10193937E+01
 0.55620003E+01  0.34750494E+01  0.99143566E+00  0.15768531E-01 -0.25281377E-01  0.10196580E+01
 0.55680003E+01  0.34809983E+01  0.99152984E+00  0.15617405E-01 -0.25084429E-01  0.10199200E+01
 0.55740003E+01  0.34869478E+01  0.99162311E+00  0.15467457E-01 -0.24888502E-01  0.10201799E+01
 0.55800003E+01  0.34928978E+01  0.99171549E+00  0.15318682E-01 -0.24693596E-01  0.10204375E+01
 0.55860003E+01  0.34988483E+01  0.99180698E+00  0.15171074E-01 -0.24499712E-01  0.10206929E+01
 0.55920003E+01  0.35047994E+01  0.99189759E+00  0.15024625E-01 -0.24306849E-01  0.10209461E+01
 0.55980003E+01  0.35107511E+01  0.99198732E+00  0.14879332E-01 -0.24115007E-01  0.10211971E+01
 0.56040003E+01  0.35167033E+01  0.99207619E+00  0.14735186E-01 -0.23924187E-01  0.10214460E+01
 0.56100003E+01  0.35226560E+01  0.99216419E+00  0.14592182E-01 -0.23734389E-01  0.10216927E+01
 0.56160003E+01  0.35286092E+01  0.99225134E+00  0.14450314E-01 -0.23545612E-01  0.10219373E+01
 0.56220003E+01  0.35345630E+01  0.99233764E+00  0.14309576E-01 -0.23357856E-01  0.10221798E+01
 0.56280003E+01  0.35405172E+01  0.99242310E+00  0.14169962E-01 -0.23171121E-01  0.10224201E+01
 0.56340003E+01  0.35464720E+01  0.99250772E+00  0.14031465E-01 -0.22985408E-01  0.10226584E+01
 0.56400003E+01  0.35524273E+01  0.99259152E+00  0.13894079E-01 -0.22800714E-01  0.10228946E+01
 0.56460003E+01  0.35583831E+01  0.99267450E+00  0.13757799E-01 -0.22617040E-01  0.10231287E+01
 0.56520003E+01  0.35643394E+01  0.99275666E+00  0.13622618E-01 -0.22434386E-01  0.10233608E+01
 0.56580003E+01  0.35702961E+01  0.99283801E+00  0.13488530E-01 -0.22252751E-01  0.10235908E+01
 0.56640003E+01  0.35762534E+01  0.99291856E+00  0.13355528E-01 -0.22072134E-01  0.10238188E+01
 0.56700003E+01  0.35822111E+01  0.99299832E+00  0.13223608E-01 -0.21892534E-01  0.10240448E+01
 0.56760003E+01  0.35881693E+01  0.99307729E+00  0.13092762E-01 -0.21713951E-01  0.10242688E+01
 0.56820003E+01  0.35941280E+01  0.99315547E+00  0.12962985E-01 -0.21536385E-01  0.10244908E+01
 0.56880003E+01  0.36000872E+01  0.99323288E+00  0.12834271E-01 -0.21359833E-01  0.10247109E+01
 0.56940003E+01  0.36060468E+01  0.99330953E+00  0.12706612E-01 -0.21184295E-01  0.10249290E+01
 0.57000003E+01  0.36120069E+01  0.99338540E+00  0.12580004E-01 -0.21009771E-01  0.10251451E+01
 0.57060003E+01  0.36179674E+01  0.99346053E+00  0.12454441E-01 -0.20836258E-01  0.10253593E+01
 0.57120003E+01  0.36239284E+01  0.99353490E+00  0.12329915E-01 -0.20663757E-01  0.10255716E+01
 0.57180003E+01  0.36298898E+01  0.99360852E+00  0.12206422E-01 -0.20492265E-01  0.10257820E+01
 0.57240003E+01  0.36358517E+01  0.99368141E+00  0.12083955E-01 -0.20321782E-01  0.10259905E+01
 0.57300003E+01  0.36418140E+01  0.99375357E+00  0.11962508E-01 -0.20152306E-01  0.10261971E+01
 0.57360003E+01  0.36477767E+01  0.99382500E+00  0.11842074E-01 -0.19983836E-01  0.10264019E+01
 0.57420003E+01  0.36537398E+01  0.99389571E+00  0.11722649E-01 -0.19816371E-01  0.10266048E+01
 0.57480003E+01  0.36597034E+01  0.99396571E+00  0.11604226E-01 -0.19649909E-01  0.10268059E+01
 0.57540003E+01  0.36656674E+01  0.99403500E+00  0.11486799E-01 -0.19484448E-01  0.10270051E+01
 0.57600003E+01  0.36716318E+01  0.99410359E+00  0.11370361E-01 -0.19319987E-01  0.10272026E+01
 0.57660003E+01  0.36775966E+01  0.99417148E+00  0.11254907E-01 -0.19156525E-01  0.10273982E+01
 0.57720003E+01  0.36835618E+01  0.99423868E+00  0.11140432E-01 -0.18994060E-01  0.10275921E+01
 0.57780003E+01  0.36895275E+01  0.99430520E+00  0.11026928E-01 -0.18832589E-01  0.10277841E+01
 0.57840003E+01  0.36954935E+01  0.99437104E+00  0.10914390E-01 -0.18672112E-01  0.10279745E+01
 0.57900003E+01  0.37014599E+01  0.99443621E+00  0.10802813E-01 -0.18512627E-01  0.10281630E+01
 0.57960003E+01  0.37074267E+01  0.99450071E+00  0.10692189E-01 -0.18354131E-01  0.10283499E+01
 0.58020003E+01  0.37133939E+01  0.99456455E+00  0.10582514E-01 -0.18196622E-01  0.10285350E+01
 0.58080003E+01  0.37193615E+01  0.99462774E+00  0.10473781E-01 -0.18040100E-01  0.10287184E+01
 0.58140003E+01  0.37253294E+01  0.99469027E+00  0.10365984E-01 -0.17884561E-01  0.10289001E+01
 0.58200003E+01  0.37312977E+01  0.99475216E+00  0.10259117E-01 -0.17730004E-01  0.10290801E+01
 0.58260003E+01  0.37372664E+01  0.99481342E+00  0.10153176E-01 -0.17576426E-01  0.10292584E+01
 0.58320003E+01  0.37432355E+01  0.99487403E+00  0.10048152E-01 -0.17423826E-01  0.10294351E+01
 0.58380003E+01  0.37492049E+01  0.99493403E+00  0.99440421E-02 -0.17272201E-01  0.10296101E+01
 0.58440003E+01  0.37551746E+01  0.99499340E+00  0.98408387E-02 -0.17121550E-01  0.10297835E+01
 0.58500003E+01  0.37611448E+01  0.99505215E+00  0.97385365E-02 -0.16971868E-01  0.10299553E+01
 0.58560003E+01  0.37671153E+01  0.99511029E+00  0.96371296E-02 -0.16823156E-01  0.10301254E+01
 0.58620003E+01  0.37730861E+01  0.99516783E+00  0.95366122E-02 -0.16675409E-01  0.10302940E+01
 0.58680003E+01  0.37790573E+01  0.99522476E+00  0.94369786E-02 -0.16528626E-01  0.10304610E+01
 0.58740003E+01  0.37850288E+01  0.99528110E+00  0.93382229E-02 -0.16382804E-01  0.10306264E+01
 0.58800003E+01  0.37910006E+01  0.99533685E+00  0.92403394E-02 -0.16237941E-01  0.10307902E+01
 0.58860003E+01  0.37969728E+01  0.99539202E+00  0.91433224E-02 -0.16094035E-01  0.10309525E+01
 0.58920003E+01  0.38029453E+01  0.99544660E+00  0.90471660E-02 -0.15951082E-01  0.10311132E+01
 0.58980003E+01  0.38089181E+01  0.99550061E+00  0.89518647E-02 -0.15809079E-01  0.10312724E+01
 0.59040003E+01  0.38148913E+01  0.99555405E+00  0.88574127E-02 -0.15668026E-01  0.10314301E+01
 0.59100003E+01  0.38208648E+01  0.99560693E+00  0.87638043E-02 -0.15527918E-01  0.10315862E+01
 0.59160003E+01  0.38268386E+01  0.99565925E+00  0.86710339E-02 -0.15388753E-01  0.10317409E+01
 0.59220003E+01  0.38328127E+01  0.99571101E+00  0.85790958E-02 -0.15250528E-01  0.10318941E+01
 0.59280003E+01  0.38387871E+01  0.99576223E+00  0.84879844E-02 -0.15113241E-01  0.10320459E+01
 0.59340003E+01  0.38447618E+01  0.99581290E+00  0.83976940E-02 -0.14976888E-01  0.10321961E+01
 0.59400003E+01  0.38507368E+01  0.99586303E+00  0.83082191E-02 -0.14841468E-01  0.10323449E+01
 0.59460003E+01  0.38567121E+01  0.99591263E+00  0.82195540E-02 -0.14706976E-01  0.10324923E+01
 0.59520003E+01  0.38626877E+01  0.99596169E+00  0.81316933E-02 -0.14573410E-01  0.10326383E+01
 0.59580003E+01  0.38686637E+01  0.99601023E+00  0.80446313E-02 -0.14440767E-01  0.10327828E+01
 0.59640003E+01  0.38746398E+01  0.99605826E+00  0.79583626E-02 -0.14309045E-01  0.10329259E+01
 0.59700003E+01  0.38806163E+01  0.99610576E+00  0.78728816E-02 -0.14178239E-01  0.10330677E+01
 0.59760003E+01  0.38865931E+01  0.99615276E+00  0.77881828E-02 -0.14048347E-01  0.10332080E+01
 0.59820003E+01  0.38925702E+01  0.99619925E+00  0.77042607E-02 -0.13919366E-01  0.10333470E+01
 0.59880003E+01  0.38985475E+01  0.99624523E+00  0.76211100E-02 -0.13791293E-01  0.10334846E+01
