#    eta               f             df/deta       d2f/deta^2       d3f/deta^3            v Rex
# -0.19878900E+00    # beta 
 0.60000003E+01  0.25409317E+01  0.94527736E+00  0.72488948E-01 -0.74144555E-01  0.15653664E+01
 0.60060003E+01  0.25466046E+01  0.94571102E+00  0.72044802E-01 -0.73891315E-01  0.15666680E+01
 0.60120003E+01  0.25522801E+01  0.94614203E+00  0.71602178E-01 -0.73637212E-01  0.15679630E+01
 0.60180003E+01  0.25579581E+01  0.94657038E+00  0.71161081E-01 -0.73382264E-01  0.15692513E+01
 0.60240003E+01  0.25636388E+01  0.94699610E+00  0.70721516E-01 -0.73126488E-01  0.15705330E+01
 0.60300003E+01  0.25693220E+01  0.94741918E+00  0.70283488E-01 -0.72869899E-01  0.15718080E+01
 0.60360003E+01  0.25750077E+01  0.94783963E+00  0.69847002E-01 -0.72612514E-01  0.15730763E+01
 0.60420003E+01  0.25806959E+01  0.94825748E+00  0.69412062E-01 -0.72354351E-01  0.15743380E+01
 0.60480003E+01  0.25863866E+01  0.94867271E+00  0.68978673E-01 -0.72095425E-01  0.15755931E+01
 0.60540003E+01  0.25920799E+01  0.94908535E+00  0.68546841E-01 -0.71835752E-01  0.15768416E+01
 0.60600003E+01  0.25977755E+01  0.94949541E+00  0.68116568E-01 -0.71575350E-01  0.15780834E+01
 0.60660003E+01  0.26034737E+01  0.94990288E+00  0.67687860E-01 -0.71314234E-01  0.15793187E+01
 0.60720003E+01  0.26091742E+01  0.95030779E+00  0.67260720E-01 -0.71052421E-01  0.15805475E+01
 0.60780003E+01  0.26148772E+01  0.95071014E+00  0.66835153E-01 -0.70789928E-01  0.15817696E+01
 0.60840003E+01  0.26205826E+01  0.95110994E+00  0.66411163E-01 -0.70526769E-01  0.15829853E+01
 0.60900003E+01  0.26262904E+01  0.95150721E+00  0.65988754E-01 -0.70262962E-01  0.15841944E+01
 0.60960003E+01  0.26320006E+01  0.95190194E+00  0.65567930E-01 -0.69998523E-01  0.15853969E+01
 0.61020003E+01  0.26377131E+01  0.95229415E+00  0.65148694E-01 -0.69733468E-01  0.15865930E+01
 0.61080003E+01  0.26434280E+01  0.95268385E+00  0.64731050E-01 -0.69467813E-01  0.15877826E+01
 0.61140003E+01  0.26491452E+01  0.95307105E+00  0.64315001E-01 -0.69201574E-01  0.15889657E+01
 0.61200003E+01  0.26548647E+01  0.95345576E+00  0.63900552E-01 -0.68934767E-01  0.15901424E+01
 0.61260003E+01  0.26605866E+01  0.95383799E+00  0.63487705E-01 -0.68667407E-01  0.15913126E+01
 0.61320003E+01  0.26663107E+01  0.95421774E+00  0.63076464E-01 -0.68399512E-01  0.15924764E+01
 0.61380003E+01  0.26720371E+01  0.95459503E+00  0.62666831E-01 -0.68131096E-01  0.15936338E+01
 0.61440003E+01  0.26777657E+01  0.95496987E+00  0.62258811E-01 -0.67862176E-01  0.15947847E+01
 0.61500003E+01  0.26834966E+01  0.95534226E+00  0.61852405E-01 -0.67592767E-01  0.15959293E+01
 0.61560003E+01  0.26892297E+01  0.95571222E+00  0.61447618E-01 -0.67322885E-01  0.15970675E+01
 0.61620003E+01  0.26949650E+01  0.95607976E+00  0.61044451E-01 -0.67052545E-01  0.15981994E+01
 0.61680003E+01  0.27007025E+01  0.95644488E+00  0.60642907E-01 -0.66781764E-01  0.15993249E+01
 0.61740003E+01  0.27064422E+01  0.95680760E+00  0.60242989E-01 -0.66510556E-01  0.16004441E+01
 0.61800003E+01  0.27121841E+01  0.95716792E+00  0.59844700E-01 -0.66238937E-01  0.16015569E+01
 0.61860003E+01  0.27179282E+01  0.95752585E+00  0.59448041E-01 -0.65966923E-01  0.16026635E+01
 0.61920003E+01  0.27236743E+01  0.95788142E+00  0.59053016E-01 -0.65694528E-01  0.16037638E+01
 0.61980003E+01  0.27294226E+01  0.95823461E+00  0.58659626E-01 -0.65421769E-01  0.16048579E+01
 0.62040003E+01  0.27351730E+01  0.95858545E+00  0.58267873E-01 -0.65148660E-01  0.16059457E+01
 0.62100003E+01  0.27409255E+01  0.95893395E+00  0.57877760E-01 -0.64875217E-01  0.16070273E+01
 0.62160003E+01  0.27466801E+01  0.95928011E+00  0.57489289E-01 -0.64601455E-01  0.16081026E+01
 0.62220003E+01  0.27524368E+01  0.95962394E+00  0.57102461E-01 -0.64327388E-01  0.16091718E+01
 0.62280003E+01  0.27581955E+01  0.95996545E+00  0.56717279E-01 -0.64053031E-01  0.16102348E+01
 0.62340003E+01  0.27639563E+01  0.96030466E+00  0.56333743E-01 -0.63778401E-01  0.16112916E+01
 0.62400003E+01  0.27697191E+01  0.96064158E+00  0.55951856E-01 -0.63503510E-01  0.16123423E+01
 0.62460003E+01  0.27754839E+01  0.96097620E+00  0.55571619E-01 -0.63228375E-01  0.16133869E+01
 0.62520003E+01  0.27812507E+01  0.96130855E+00  0.55193033E-01 -0.62953010E-01  0.16144253E+01
 0.62580003E+01  0.27870195E+01  0.96163864E+00  0.54816100E-01 -0.62677429E-01  0.16154577E+01
 0.62640003E+01  0.27927902E+01  0.96196646E+00  0.54440822E-01 -0.62401647E-01  0.16164840E+01
 0.62700003E+01  0.27985630E+01  0.96229204E+00  0.54067198E-01 -0.62125679E-01  0.16175042E+01
 0.62760003E+01  0.28043376E+01  0.96261539E+00  0.53695231E-01 -0.61849539E-01  0.16185184E+01
 0.62820003E+01  0.28101142E+01  0.96293650E+00  0.53324921E-01 -0.61573241E-01  0.16195266E+01
 0.62880003E+01  0.28158928E+01  0.96325540E+00  0.52956270E-01 -0.61296800E-01  0.16205287E+01
 0.62940003E+01  0.28216732E+01  0.96357209E+00  0.52589277E-01 -0.61020229E-01  0.16215249E+01
 0.63000003E+01  0.28274555E+01  0.96388658E+00  0.52223944E-01 -0.60743544E-01  0.16225151E+01
 0.63060003E+01  0.28332397E+01  0.96419889E+00  0.51860272E-01 -0.60466757E-01  0.16234994E+01
 0.63120003E+01  0.28390258E+01  0.96450902E+00  0.51498260E-01 -0.60189883E-01  0.16244777E+01
 0.63180003E+01  0.28448138E+01  0.96481698E+00  0.51137910E-01 -0.59912936E-01  0.16254501E+01
 0.63240003E+01  0.28506035E+01  0.96512278E+00  0.50779222E-01 -0.59635930E-01  0.16264166E+01
 0.63300003E+01  0.28563951E+01  0.96542644E+00  0.50422196E-01 -0.59358878E-01  0.16273773E+01
 0.63360003E+01  0.28621886E+01  0.96572796E+00  0.50066832E-01 -0.59081793E-01  0.16283320E+01
 0.63420003E+01  0.28679838E+01  0.96602735E+00  0.49713131E-01 -0.58804691E-01  0.16292810E+01
 0.63480003E+01  0.28737808E+01  0.96632463E+00  0.49361093E-01 -0.58527583E-01  0.16302241E+01
 0.63540003E+01  0.28795796E+01  0.96661980E+00  0.49010717E-01 -0.58250484E-01  0.16311614E+01
 0.63600003E+01  0.28853801E+01  0.96691286E+00  0.48662004E-01 -0.57973406E-01  0.16320930E+01
 0.63660003E+01  0.28911824E+01  0.96720385E+00  0.48314953E-01 -0.57696364E-01  0.16330188E+01
 0.63720003E+01  0.28969865E+01  0.96749275E+00  0.47969564E-01 -0.57419369E-01  0.16339388E+01
 0.63780003E+01  0.29027923E+01  0.96777959E+00  0.47625837E-01 -0.57142436E-01  0.16348531E+01
 0.63840003E+01  0.29085998E+01  0.96806437E+00  0.47283772E-01 -0.56865576E-01  0.16357617E+01
 0.63900003E+01  0.29144090E+01  0.96834710E+00  0.46943367E-01 -0.56588804E-01  0.16366647E+01
 0.63960003E+01  0.29202198E+01  0.96862779E+00  0.46604623E-01 -0.56312132E-01  0.16375619E+01
 0.64020003E+01  0.29260324E+01  0.96890646E+00  0.46267538E-01 -0.56035572E-01  0.16384535E+01
 0.64080003E+01  0.29318466E+01  0.96918311E+00  0.45932113E-01 -0.55759137E-01  0.16393395E+01
 0.64140003E+01  0.29376625E+01  0.96945775E+00  0.45598345E-01 -0.55482840E-01  0.16402199E+01
 0.64200003E+01  0.29434800E+01  0.96973039E+00  0.45266235E-01 -0.55206693E-01  0.16410947E+01
 0.64260003E+01  0.29492992E+01  0.97000105E+00  0.44935782E-01 -0.54930709E-01  0.16419639E+01
 0.64320003E+01  0.29551200E+01  0.97026972E+00  0.44606984E-01 -0.54654899E-01  0.16428276E+01
 0.64380003E+01  0.29609423E+01  0.97053643E+00  0.44279840E-01 -0.54379277E-01  0.16436858E+01
 0.64440003E+01  0.29667663E+01  0.97080118E+00  0.43954349E-01 -0.54103853E-01  0.16445384E+01
 0.64500003E+01  0.29725919E+01  0.97106398E+00  0.43630511E-01 -0.53828641E-01  0.16453856E+01
 0.64560003E+01  0.29784190E+01  0.97132485E+00  0.43308323E-01 -0.53553651E-01  0.16462273E+01
 0.64620003E+01  0.29842477E+01  0.97158378E+00  0.42987784E-01 -0.53278896E-01  0.16470635E+01
 0.64680003E+01  0.29900779E+01  0.97184080E+00  0.42668893E-01 -0.53004388E-01  0.16478943E+01
 0.64740003E+01  0.29959097E+01  0.97209591E+00  0.42351648E-01 -0.52730138E-01  0.16487198E+01
 0.64800003E+01  0.30017430E+01  0.97234912E+00  0.42036048E-01 -0.52456157E-01  0.16495398E+01
 0.64860003E+01  0.30075778E+01  0.97260044E+00  0.41722092E-01 -0.52182457E-01  0.16503545E+01
 0.64920003E+01  0.30134141E+01  0.97284988E+00  0.41409776E-01 -0.51909050E-01  0.16511638E+01
 0.64980003E+01  0.30192519E+01  0.97309745E+00  0.41099100E-01 -0.51635946E-01  0.16519678E+01
 0.65040003E+01  0.30250912E+01  0.97334317E+00  0.40790062E-01 -0.51363158E-01  0.16527665E+01
 0.65100003E+01  0.30309320E+01  0.97358703E+00  0.40482660E-01 -0.51090695E-01  0.16535599E+01
 0.65160003E+01  0.30367742E+01  0.97382905E+00  0.40176892E-01 -0.50818569E-01  0.16543481E+01
 0.65220003E+01  0.30426178E+01  0.97406925E+00  0.39872755E-01 -0.50546790E-01  0.16551310E+01
 0.65280003E+01  0.30484629E+01  0.97430762E+00  0.39570248E-01 -0.50275370E-01  0.16559088E+01
 0.65340003E+01  0.30543095E+01  0.97454418E+00  0.39269368E-01 -0.50004319E-01  0.16566813E+01
 0.65400003E+01  0.30601574E+01  0.97477895E+00  0.38970114E-01 -0.49733648E-01  0.16574486E+01
 0.65460003E+01  0.30660067E+01  0.97501192E+00  0.38672483E-01 -0.49463366E-01  0.16582108E+01
 0.65520003E+01  0.30718575E+01  0.97524311E+00  0.38376472E-01 -0.49193486E-01  0.16589678E+01
 0.65580003E+01  0.30777096E+01  0.97547253E+00  0.38082079E-01 -0.48924016E-01  0.16597198E+01
 0.65640003E+01  0.30835631E+01  0.97570019E+00  0.37789302E-01 -0.48654967E-01  0.16604666E+01
 0.65700003E+01  0.30894179E+01  0.97592609E+00  0.37498138E-01 -0.48386349E-01  0.16612084E+01
 0.65760003E+01  0.30952741E+01  0.97615025E+00  0.37208584E-01 -0.48118172E-01  0.16619451E+01
 0.65820003E+01  0.31011316E+01  0.97637268E+00  0.36920639E-01 -0.47850446E-01  0.16626768E+01
 0.65880003E+01  0.31069905E+01  0.97659339E+00  0.36634298E-01 -0.47583180E-01  0.16634035E+01
 0.65940003E+01  0.31128507E+01  0.97681238E+00  0.36349559E-01 -0.47316385E-01  0.16641252E+01
 0.66000003E+01  0.31187122E+01  0.97702967E+00  0.36066420E-01 -0.47050070E-01  0.16648420E+01
 0.66060003E+01  0.31245750E+01  0.97724527E+00  0.35784878E-01 -0.46784244E-01  0.16655538E+01
 0.66120003E+01  0.31304391E+01  0.97745918E+00  0.35504929E-01 -0.46518917E-01  0.16662607E+01
 0.66180003E+01  0.31363044E+01  0.97767142E+00  0.35226570E-01 -0.46254099E-01  0.16669627E+01
 0.66240003E+01  0.31421711E+01  0.97788199E+00  0.34949799E-01 -0.45989797E-01  0.16676598E+01
 0.66300003E+01  0.31480389E+01  0.97809090E+00  0.34674612E-01 -0.45726022E-01  0.16683520E+01
 0.66360003E+01  0.31539081E+01  0.97829817E+00  0.34401007E-01 -0.45462782E-01  0.16690394E+01
 0.66420003E+01  0.31597785E+01  0.97850380E+00  0.34128979E-01 -0.45200086E-01  0.16697220E+01
 0.66480003E+01  0.31656501E+01  0.97870780E+00  0.33858526E-01 -0.44937944E-01  0.16703998E+01
 0.66540003E+01  0.31715229E+01  0.97891018E+00  0.33589644E-01 -0.44676362E-01  0.16710729E+01
 0.66600003E+01  0.31773969E+01  0.97911096E+00  0.33322330E-01 -0.44415352E-01  0.16717412E+01
 0.66660003E+01  0.31832722E+01  0.97931013E+00  0.33056580E-01 -0.44154920E-01  0.16724047E+01
 0.66720003E+01  0.31891486E+01  0.97950772E+00  0.32792392E-01 -0.43895075E-01  0.16730636E+01
 0.66780003E+01  0.31950262E+01  0.97970372E+00  0.32529760E-01 -0.43635825E-01  0.16737178E+01
 0.66840003E+01  0.32009050E+01  0.97989816E+00  0.32268683E-01 -0.43377179E-01  0.16743673E+01
 0.66900003E+01  0.32067849E+01  0.98009103E+00  0.32009155E-01 -0.43119145E-01  0.16750122E+01
 0.66960003E+01  0.32126660E+01  0.98028235E+00  0.31751174E-01 -0.42861730E-01  0.16756525E+01
 0.67020003E+01  0.32185482E+01  0.98047212E+00  0.31494736E-01 -0.42604943E-01  0.16762881E+01
 0.67080003E+01  0.32244316E+01  0.98066037E+00  0.31239837E-01 -0.42348791E-01  0.16769192E+01
 0.67140003E+01  0.32303161E+01  0.98084708E+00  0.30986473E-01 -0.42093282E-01  0.16775458E+01
 0.67200003E+01  0.32362017E+01  0.98103228E+00  0.30734640E-01 -0.41838423E-01  0.16781678E+01
 0.67260003E+01  0.32420884E+01  0.98121598E+00  0.30484334E-01 -0.41584223E-01  0.16787853E+01
 0.67320003E+01  0.32479762E+01  0.98139817E+00  0.30235551E-01 -0.41330688E-01  0.16793983E+01
 0.67380003E+01  0.32538652E+01  0.98157888E+00  0.29988288E-01 -0.41077825E-01  0.16800068E+01
 0.67440003E+01  0.32597551E+01  0.98175811E+00  0.29742540E-01 -0.40825643E-01  0.16806109E+01
 0.67500003E+01  0.32656462E+01  0.98193587E+00  0.29498304E-01 -0.40574147E-01  0.16812106E+01
 0.67560003E+01  0.32715383E+01  0.98211216E+00  0.29255574E-01 -0.40323345E-01  0.16818059E+01
 0.67620003E+01  0.32774315E+01  0.98228701E+00  0.29014347E-01 -0.40073244E-01  0.16823968E+01
 0.67680003E+01  0.32833257E+01  0.98246041E+00  0.28774619E-01 -0.39823851E-01  0.16829833E+01
 0.67740003E+01  0.32892210E+01  0.98263238E+00  0.28536385E-01 -0.39575171E-01  0.16835655E+01
 0.67800003E+01  0.32951172E+01  0.98280292E+00  0.28299641E-01 -0.39327213E-01  0.16841434E+01
 0.67860003E+01  0.33010145E+01  0.98297205E+00  0.28064382E-01 -0.39079982E-01  0.16847171E+01
 0.67920003E+01  0.33069129E+01  0.98313977E+00  0.27830605E-01 -0.38833484E-01  0.16852864E+01
 0.67980003E+01  0.33128122E+01  0.98330609E+00  0.27598305E-01 -0.38587727E-01  0.16858515E+01
 0.68040003E+01  0.33187125E+01  0.98347102E+00  0.27367477E-01 -0.38342715E-01  0.16864123E+01
 0.68100003E+01  0.33246138E+01  0.98363457E+00  0.27138118E-01 -0.38098456E-01  0.16869690E+01
 0.68160003E+01  0.33305160E+01  0.98379675E+00  0.26910221E-01 -0.37854955E-01  0.16875215E+01
 0.68220003E+01  0.33364193E+01  0.98395756E+00  0.26683784E-01 -0.37612218E-01  0.16880698E+01
 0.68280003E+01  0.33423235E+01  0.98411703E+00  0.26458800E-01 -0.37370251E-01  0.16886139E+01
 0.68340003E+01  0.33482286E+01  0.98427514E+00  0.26235267E-01 -0.37129059E-01  0.16891540E+01
 0.68400003E+01  0.33541347E+01  0.98443192E+00  0.26013178E-01 -0.36888649E-01  0.16896900E+01
 0.68460003E+01  0.33600418E+01  0.98458737E+00  0.25792529E-01 -0.36649025E-01  0.16902218E+01
 0.68520003E+01  0.33659497E+01  0.98474150E+00  0.25573316E-01 -0.36410194E-01  0.16907497E+01
 0.68580003E+01  0.33718586E+01  0.98489432E+00  0.25355534E-01 -0.36172160E-01  0.16912735E+01
 0.68640003E+01  0.33777684E+01  0.98504583E+00  0.25139177E-01 -0.35934928E-01  0.16917932E+01
 0.68700003E+01  0.33836791E+01  0.98519605E+00  0.24924242E-01 -0.35698505E-01  0.16923090E+01
 0.68760003E+01  0.33895907E+01  0.98534499E+00  0.24710723E-01 -0.35462894E-01  0.16928209E+01
 0.68820003E+01  0.33955032E+01  0.98549265E+00  0.24498615E-01 -0.35228100E-01  0.16933288E+01
 0.68880003E+01  0.34014166E+01  0.98563904E+00  0.24287914E-01 -0.34994130E-01  0.16938327E+01
 0.68940003E+01  0.34073308E+01  0.98578417E+00  0.24078614E-01 -0.34760986E-01  0.16943328E+01
 0.69000003E+01  0.34132459E+01  0.98592805E+00  0.23870710E-01 -0.34528675E-01  0.16948290E+01
 0.69060003E+01  0.34191619E+01  0.98607068E+00  0.23664198E-01 -0.34297200E-01  0.16953213E+01
 0.69120003E+01  0.34250788E+01  0.98621208E+00  0.23459073E-01 -0.34066566E-01  0.16958097E+01
 0.69180003E+01  0.34309964E+01  0.98635226E+00  0.23255329E-01 -0.33836777E-01  0.16962944E+01
 0.69240003E+01  0.34369149E+01  0.98649121E+00  0.23052961E-01 -0.33607838E-01  0.16967753E+01
 0.69300003E+01  0.34428343E+01  0.98662895E+00  0.22851964E-01 -0.33379753E-01  0.16972524E+01
 0.69360003E+01  0.34487544E+01  0.98676550E+00  0.22652334E-01 -0.33152525E-01  0.16977257E+01
 0.69420003E+01  0.34546754E+01  0.98690085E+00  0.22454064E-01 -0.32926160E-01  0.16981953E+01
 0.69480003E+01  0.34605972E+01  0.98703501E+00  0.22257150E-01 -0.32700660E-01  0.16986612E+01
 0.69540003E+01  0.34665198E+01  0.98716799E+00  0.22061587E-01 -0.32476030E-01  0.16991234E+01
 0.69600003E+01  0.34724432E+01  0.98729981E+00  0.21867369E-01 -0.32252273E-01  0.16995819E+01
 0.69660003E+01  0.34783674E+01  0.98743046E+00  0.21674491E-01 -0.32029393E-01  0.17000368E+01
 0.69720003E+01  0.34842923E+01  0.98755996E+00  0.21482948E-01 -0.31807394E-01  0.17004880E+01
 0.69780003E+01  0.34902180E+01  0.98768832E+00  0.21292734E-01 -0.31586279E-01  0.17009357E+01
 0.69840003E+01  0.34961445E+01  0.98781553E+00  0.21103844E-01 -0.31366051E-01  0.17013797E+01
 0.69900003E+01  0.35020718E+01  0.98794162E+00  0.20916274E-01 -0.31146713E-01  0.17018202E+01
 0.69960003E+01  0.35079998E+01  0.98806659E+00  0.20730016E-01 -0.30928270E-01  0.17022572E+01
 0.70020003E+01  0.35139285E+01  0.98819044E+00  0.20545067E-01 -0.30710724E-01  0.17026906E+01
 0.70080003E+01  0.35198580E+01  0.98831319E+00  0.20361421E-01 -0.30494077E-01  0.17031206E+01
 0.70140003E+01  0.35257883E+01  0.98843484E+00  0.20179072E-01 -0.30278334E-01  0.17035470E+01
 0.70200003E+01  0.35317192E+01  0.98855539E+00  0.19998014E-01 -0.30063496E-01  0.17039700E+01
 0.70260003E+01  0.35376509E+01  0.98867487E+00  0.19818244E-01 -0.29849567E-01  0.17043895E+01
 0.70320003E+01  0.35435833E+01  0.98879327E+00  0.19639754E-01 -0.29636549E-01  0.17048057E+01
 0.70380003E+01  0.35495164E+01  0.98891060E+00  0.19462539E-01 -0.29424445E-01  0.17052184E+01
 0.70440003E+01  0.35554502E+01  0.98902687E+00  0.19286595E-01 -0.29213258E-01  0.17056277E+01
 0.70500003E+01  0.35613847E+01  0.98914210E+00  0.19111915E-01 -0.29002989E-01  0.17060337E+01
 0.70560003E+01  0.35673198E+01  0.98925627E+00  0.18938494E-01 -0.28793642E-01  0.17064364E+01
 0.70620003E+01  0.35732557E+01  0.98936941E+00  0.18766327E-01 -0.28585217E-01  0.17068357E+01
 0.70680003E+01  0.35791922E+01  0.98948152E+00  0.18595407E-01 -0.28377719E-01  0.17072317E+01
 0.70740003E+01  0.35851294E+01  0.98959261E+00  0.18425730E-01 -0.28171148E-01  0.17076245E+01
 0.70800003E+01  0.35910673E+01  0.98970268E+00  0.18257290E-01 -0.27965507E-01  0.17080140E+01
 0.70860003E+01  0.35970058E+01  0.98981175E+00  0.18090081E-01 -0.27760798E-01  0.17084003E+01
 0.70920003E+01  0.36029450E+01  0.98991982E+00  0.17924097E-01 -0.27557022E-01  0.17087833E+01
 0.70980003E+01  0.36088848E+01  0.99002689E+00  0.17759334E-01 -0.27354182E-01  0.17091632E+01
 0.71040003E+01  0.36148253E+01  0.99013298E+00  0.17595784E-01 -0.27152278E-01  0.17095399E+01
 0.71100003E+01  0.36207664E+01  0.99023809E+00  0.17433444E-01 -0.26951314E-01  0.17099134E+01
 0.71160003E+01  0.36267081E+01  0.99034223E+00  0.17272307E-01 -0.26751289E-01  0.17102838E+01
 0.71220003E+01  0.36326505E+01  0.99044541E+00  0.17112367E-01 -0.26552207E-01  0.17106510E+01
 0.71280003E+01  0.36385934E+01  0.99054763E+00  0.16953619E-01 -0.26354067E-01  0.17110152E+01
 0.71340003E+01  0.36445370E+01  0.99064890E+00  0.16796057E-01 -0.26156872E-01  0.17113763E+01
 0.71400003E+01  0.36504812E+01  0.99074923E+00  0.16639675E-01 -0.25960623E-01  0.17117343E+01
 0.71460003E+01  0.36564260E+01  0.99084863E+00  0.16484469E-01 -0.25765321E-01  0.17120893E+01
 0.71520003E+01  0.36623714E+01  0.99094710E+00  0.16330431E-01 -0.25570966E-01  0.17124413E+01
 0.71580003E+01  0.36683173E+01  0.99104464E+00  0.16177557E-01 -0.25377561E-01  0.17127903E+01
 0.71640003E+01  0.36742639E+01  0.99114128E+00  0.16025841E-01 -0.25185105E-01  0.17131363E+01
 0.71700003E+01  0.36802110E+01  0.99123700E+00  0.15875276E-01 -0.24993601E-01  0.17134793E+01
 0.71760003E+01  0.36861587E+01  0.99133183E+00  0.15725858E-01 -0.24803048E-01  0.17138194E+01
 0.71820003E+01  0.36921069E+01  0.99142576E+00  0.15577581E-01 -0.24613448E-01  0.17141566E+01
 0.71880003E+01  0.36980557E+01  0.99151880E+00  0.15430438E-01 -0.24424800E-01  0.17144909E+01
 0.71940003E+01  0.37040051E+01  0.99161097E+00  0.15284425E-01 -0.24237106E-01  0.17148223E+01
 0.72000003E+01  0.37099551E+01  0.99170226E+00  0.15139535E-01 -0.24050367E-01  0.17151508E+01
 0.72060003E+01  0.37159055E+01  0.99179269E+00  0.14995762E-01 -0.23864582E-01  0.17154765E+01
 0.72120003E+01  0.37218565E+01  0.99188226E+00  0.14853102E-01 -0.23679752E-01  0.17157993E+01
 0.72180003E+01  0.37278081E+01  0.99197097E+00  0.14711548E-01 -0.23495878E-01  0.17161194E+01
 0.72240003E+01  0.37337602E+01  0.99205884E+00  0.14571095E-01 -0.23312959E-01  0.17164366E+01
 0.72300003E+01  0.37397128E+01  0.99214587E+00  0.14431736E-01 -0.23130996E-01  0.17167511E+01
 0.72360003E+01  0.37456659E+01  0.99223206E+00  0.14293466E-01 -0.22949989E-01  0.17170628E+01
 0.72420003E+01  0.37516195E+01  0.99231743E+00  0.14156280E-01 -0.22769938E-01  0.17173718E+01
 0.72480003E+01  0.37575737E+01  0.99240198E+00  0.14020171E-01 -0.22590844E-01  0.17176781E+01
 0.72540003E+01  0.37635283E+01  0.99248572E+00  0.13885134E-01 -0.22412705E-01  0.17179817E+01
 0.72600003E+01  0.37694835E+01  0.99256865E+00  0.13751164E-01 -0.22235521E-01  0.17182826E+01
 0.72660003E+01  0.37754391E+01  0.99265077E+00  0.13618253E-01 -0.22059294E-01  0.17185809E+01
 0.72720003E+01  0.37813953E+01  0.99273211E+00  0.13486397E-01 -0.21884022E-01  0.17188765E+01
 0.72780003E+01  0.37873519E+01  0.99281265E+00  0.13355591E-01 -0.21709704E-01  0.17191695E+01
 0.72840003E+01  0.37933090E+01  0.99289242E+00  0.13225827E-01 -0.21536342E-01  0.17194599E+01
 0.72900003E+01  0.37992666E+01  0.99297140E+00  0.13097101E-01 -0.21363934E-01  0.17197477E+01
 0.72960003E+01  0.38052246E+01  0.99304962E+00  0.12969406E-01 -0.21192479E-01  0.17200329E+01
 0.73020003E+01  0.38111831E+01  0.99312708E+00  0.12842738E-01 -0.21021977E-01  0.17203156E+01
 0.73080003E+01  0.38171421E+01  0.99320377E+00  0.12717090E-01 -0.20852428E-01  0.17205957E+01
 0.73140003E+01  0.38231016E+01  0.99327972E+00  0.12592456E-01 -0.20683831E-01  0.17208733E+01
 0.73200003E+01  0.38290614E+01  0.99335492E+00  0.12468831E-01 -0.20516185E-01  0.17211485E+01
 0.73260003E+01  0.38350218E+01  0.99342939E+00  0.12346210E-01 -0.20349490E-01  0.17214211E+01
 0.73320003E+01  0.38409826E+01  0.99350312E+00  0.12224586E-01 -0.20183743E-01  0.17216913E+01
 0.73380003E+01  0.38469438E+01  0.99357612E+00  0.12103953E-01 -0.20018946E-01  0.17219591E+01
 0.73440003E+01  0.38529055E+01  0.99364840E+00  0.11984307E-01 -0.19855096E-01  0.17222244E+01
 0.73500003E+01  0.38588676E+01  0.99371997E+00  0.11865641E-01 -0.19692192E-01  0.17224873E+01
 0.73560003E+01  0.38648301E+01  0.99379083E+00  0.11747950E-01 -0.19530234E-01  0.17227478E+01
 0.73620003E+01  0.38707930E+01  0.99386098E+00  0.11631228E-01 -0.19369221E-01  0.17230059E+01
 0.73680003E+01  0.38767564E+01  0.99393044E+00  0.11515469E-01 -0.19209150E-01  0.17232617E+01
 0.73740004E+01  0.38827202E+01  0.99399920E+00  0.11400668E-01 -0.19050022E-01  0.17235152E+01
 0.73800004E+01  0.38886844E+01  0.99406728E+00  0.11286820E-01 -0.18891835E-01  0.17237663E+01
 0.73860004E+01  0.38946490E+01  0.99413468E+00  0.11173917E-01 -0.18734586E-01  0.17240151E+01
 0.73920004E+01  0.39006140E+01  0.99420141E+00  0.11061956E-01 -0.18578276E-01  0.17242616E+01
 0.73980004E+01  0.39065794E+01  0.99426746E+00  0.10950929E-01 -0.18422902E-01  0.17245058E+01
 0.74040004E+01  0.39125451E+01  0.99433285E+00  0.10840832E-01 -0.18268464E-01  0.17247478E+01
 0.74100004E+01  0.39185113E+01  0.99439759E+00  0.10731660E-01 -0.18114959E-01  0.17249876E+01
 0.74160004E+01  0.39244779E+01  0.99446167E+00  0.10623405E-01 -0.17962386E-01  0.17252251E+01
 0.74220004E+01  0.39304448E+01  0.99452510E+00  0.10516063E-01 -0.17810743E-01  0.17254604E+01
 0.74280004E+01  0.39364122E+01  0.99458789E+00  0.10409629E-01 -0.17660029E-01  0.17256935E+01
 0.74340004E+01  0.39423799E+01  0.99465005E+00  0.10304096E-01 -0.17510243E-01  0.17259245E+01
 0.74400004E+01  0.39483480E+01  0.99471158E+00  0.10199459E-01 -0.17361381E-01  0.17261533E+01
 0.74460004E+01  0.39543164E+01  0.99477248E+00  0.10095713E-01 -0.17213443E-01  0.17263799E+01
 0.74520004E+01  0.39602852E+01  0.99483276E+00  0.99928520E-02 -0.17066426E-01  0.17266044E+01
 0.74580004E+01  0.39662544E+01  0.99489242E+00  0.98908703E-02 -0.16920329E-01  0.17268268E+01
 0.74640004E+01  0.39722239E+01  0.99495148E+00  0.97897626E-02 -0.16775150E-01  0.17270471E+01
 0.74700004E+01  0.39781938E+01  0.99500993E+00  0.96895233E-02 -0.16630886E-01  0.17272654E+01
 0.74760004E+01  0.39841640E+01  0.99506779E+00  0.95901469E-02 -0.16487537E-01  0.17274816E+01
 0.74820004E+01  0.39901346E+01  0.99512505E+00  0.94916281E-02 -0.16345099E-01  0.17276957E+01
 0.74880004E+01  0.39961055E+01  0.99518172E+00  0.93939613E-02 -0.16203570E-01  0.17279078E+01
