#    eta               f             df/deta       d2f/deta^2       d3f/deta^3            v Rex
# -0.19878900E+00    # beta 
 0.30060001E+01  0.40257777E+00  0.39059925E+00  0.23554087E+00  0.33489655E-01  0.38578182E+00
 0.30120001E+01  0.40492539E+00  0.39201307E+00  0.23574070E+00  0.33101336E-01  0.38790901E+00
 0.30180001E+01  0.40728150E+00  0.39342808E+00  0.23593820E+00  0.32711665E-01  0.39004225E+00
 0.30240001E+01  0.40964611E+00  0.39484426E+00  0.23613336E+00  0.32320649E-01  0.39218150E+00
 0.30300001E+01  0.41201921E+00  0.39626162E+00  0.23632617E+00  0.31928294E-01  0.39432677E+00
 0.30360001E+01  0.41440082E+00  0.39768012E+00  0.23651661E+00  0.31534606E-01  0.39647803E+00
 0.30420001E+01  0.41679095E+00  0.39909975E+00  0.23670470E+00  0.31139591E-01  0.39863528E+00
 0.30480001E+01  0.41918960E+00  0.40052051E+00  0.23689041E+00  0.30743257E-01  0.40079849E+00
 0.30540001E+01  0.42159677E+00  0.40194238E+00  0.23707373E+00  0.30345609E-01  0.40296765E+00
 0.30600001E+01  0.42401248E+00  0.40336534E+00  0.23725467E+00  0.29946654E-01  0.40514275E+00
 0.30660001E+01  0.42643673E+00  0.40478938E+00  0.23743321E+00  0.29546399E-01  0.40732378E+00
 0.30720001E+01  0.42886953E+00  0.40621448E+00  0.23760934E+00  0.29144852E-01  0.40951070E+00
 0.30780001E+01  0.43131088E+00  0.40764063E+00  0.23778307E+00  0.28742018E-01  0.41170352E+00
 0.30840001E+01  0.43376079E+00  0.40906782E+00  0.23795437E+00  0.28337905E-01  0.41390221E+00
 0.30900001E+01  0.43621927E+00  0.41049603E+00  0.23812324E+00  0.27932521E-01  0.41610676E+00
 0.30960001E+01  0.43868632E+00  0.41192524E+00  0.23828968E+00  0.27525872E-01  0.41831715E+00
 0.31020001E+01  0.44116194E+00  0.41335545E+00  0.23845367E+00  0.27117966E-01  0.42053336E+00
 0.31080001E+01  0.44364616E+00  0.41478663E+00  0.23861521E+00  0.26708810E-01  0.42275538E+00
 0.31140001E+01  0.44613896E+00  0.41621878E+00  0.23877430E+00  0.26298413E-01  0.42498319E+00
 0.31200001E+01  0.44864035E+00  0.41765187E+00  0.23893091E+00  0.25886782E-01  0.42721677E+00
 0.31260001E+01  0.45115035E+00  0.41908590E+00  0.23908506E+00  0.25473925E-01  0.42945611E+00
 0.31320001E+01  0.45366896E+00  0.42052084E+00  0.23923672E+00  0.25059849E-01  0.43170119E+00
 0.31380001E+01  0.45619617E+00  0.42195669E+00  0.23938590E+00  0.24644564E-01  0.43395199E+00
 0.31440001E+01  0.45873201E+00  0.42339342E+00  0.23953258E+00  0.24228076E-01  0.43620849E+00
 0.31500001E+01  0.46127646E+00  0.42483103E+00  0.23967676E+00  0.23810395E-01  0.43847067E+00
 0.31560001E+01  0.46382955E+00  0.42626950E+00  0.23981843E+00  0.23391528E-01  0.44073852E+00
 0.31620002E+01  0.46639127E+00  0.42770881E+00  0.23995758E+00  0.22971485E-01  0.44301202E+00
 0.31680002E+01  0.46896163E+00  0.42914894E+00  0.24009421E+00  0.22550274E-01  0.44529114E+00
 0.31740002E+01  0.47154063E+00  0.43058989E+00  0.24022831E+00  0.22127904E-01  0.44757588E+00
 0.31800002E+01  0.47412827E+00  0.43203164E+00  0.24035987E+00  0.21704383E-01  0.44986620E+00
 0.31860002E+01  0.47672457E+00  0.43347416E+00  0.24048889E+00  0.21279720E-01  0.45216209E+00
 0.31920002E+01  0.47932953E+00  0.43491746E+00  0.24061535E+00  0.20853925E-01  0.45446353E+00
 0.31980002E+01  0.48194315E+00  0.43636151E+00  0.24073926E+00  0.20427007E-01  0.45677051E+00
 0.32040002E+01  0.48456544E+00  0.43780629E+00  0.24086060E+00  0.19998975E-01  0.45908299E+00
 0.32100002E+01  0.48719640E+00  0.43925179E+00  0.24097937E+00  0.19569838E-01  0.46140096E+00
 0.32160002E+01  0.48983603E+00  0.44069800E+00  0.24109557E+00  0.19139606E-01  0.46372441E+00
 0.32220002E+01  0.49248434E+00  0.44214490E+00  0.24120917E+00  0.18708288E-01  0.46605330E+00
 0.32280002E+01  0.49514133E+00  0.44359247E+00  0.24132019E+00  0.18275894E-01  0.46838762E+00
 0.32340002E+01  0.49780702E+00  0.44504070E+00  0.24142861E+00  0.17842435E-01  0.47072734E+00
 0.32400002E+01  0.50048139E+00  0.44648958E+00  0.24153443E+00  0.17407919E-01  0.47307246E+00
 0.32460002E+01  0.50316446E+00  0.44793908E+00  0.24163764E+00  0.16972357E-01  0.47542293E+00
 0.32520002E+01  0.50585623E+00  0.44938919E+00  0.24173823E+00  0.16535759E-01  0.47777875E+00
 0.32580002E+01  0.50855670E+00  0.45083990E+00  0.24183619E+00  0.16098136E-01  0.48013989E+00
 0.32640002E+01  0.51126587E+00  0.45229119E+00  0.24193153E+00  0.15659497E-01  0.48250633E+00
 0.32700002E+01  0.51398376E+00  0.45374305E+00  0.24202424E+00  0.15219853E-01  0.48487804E+00
 0.32760002E+01  0.51671035E+00  0.45519545E+00  0.24211430E+00  0.14779215E-01  0.48725501E+00
 0.32820002E+01  0.51944567E+00  0.45664839E+00  0.24220172E+00  0.14337594E-01  0.48963721E+00
 0.32880002E+01  0.52218970E+00  0.45810184E+00  0.24228648E+00  0.13894999E-01  0.49202462E+00
 0.32940002E+01  0.52494245E+00  0.45955580E+00  0.24236859E+00  0.13451443E-01  0.49441721E+00
 0.33000002E+01  0.52770393E+00  0.46101024E+00  0.24244803E+00  0.13006935E-01  0.49681496E+00
 0.33060002E+01  0.53047414E+00  0.46246514E+00  0.24252480E+00  0.12561488E-01  0.49921785E+00
 0.33120002E+01  0.53325308E+00  0.46392051E+00  0.24259890E+00  0.12115112E-01  0.50162585E+00
 0.33180002E+01  0.53604075E+00  0.46537630E+00  0.24267032E+00  0.11667819E-01  0.50403895E+00
 0.33240002E+01  0.53883716E+00  0.46683252E+00  0.24273905E+00  0.11219619E-01  0.50645711E+00
 0.33300002E+01  0.54164231E+00  0.46828915E+00  0.24280509E+00  0.10770526E-01  0.50888031E+00
 0.33360002E+01  0.54445619E+00  0.46974616E+00  0.24286843E+00  0.10320549E-01  0.51130854E+00
 0.33420002E+01  0.54727882E+00  0.47120354E+00  0.24292907E+00  0.98697017E-02  0.51374175E+00
 0.33480002E+01  0.55011020E+00  0.47266129E+00  0.24298700E+00  0.94179949E-02  0.51617993E+00
 0.33540002E+01  0.55295032E+00  0.47411937E+00  0.24304222E+00  0.89654408E-02  0.51862305E+00
 0.33600002E+01  0.55579920E+00  0.47557777E+00  0.24309472E+00  0.85120515E-02  0.52107110E+00
 0.33660002E+01  0.55865682E+00  0.47703648E+00  0.24314450E+00  0.80578390E-02  0.52352403E+00
 0.33720002E+01  0.56152320E+00  0.47849549E+00  0.24319155E+00  0.76028157E-02  0.52598183E+00
 0.33780002E+01  0.56439833E+00  0.47995476E+00  0.24323586E+00  0.71469939E-02  0.52844447E+00
 0.33840002E+01  0.56728222E+00  0.48141430E+00  0.24327745E+00  0.66903860E-02  0.53091192E+00
 0.33900002E+01  0.57017486E+00  0.48287407E+00  0.24331628E+00  0.62330046E-02  0.53338416E+00
 0.33960002E+01  0.57307627E+00  0.48433408E+00  0.24335238E+00  0.57748624E-02  0.53586117E+00
 0.34020002E+01  0.57598643E+00  0.48579429E+00  0.24338572E+00  0.53159720E-02  0.53834290E+00
 0.34080002E+01  0.57890536E+00  0.48725469E+00  0.24341631E+00  0.48563464E-02  0.54082935E+00
 0.34140002E+01  0.58183305E+00  0.48871527E+00  0.24344413E+00  0.43959985E-02  0.54332048E+00
 0.34200002E+01  0.58476951E+00  0.49017601E+00  0.24346919E+00  0.39349413E-02  0.54581626E+00
 0.34260002E+01  0.58771473E+00  0.49163689E+00  0.24349149E+00  0.34731880E-02  0.54831666E+00
 0.34320002E+01  0.59066871E+00  0.49309789E+00  0.24351101E+00  0.30107519E-02  0.55082167E+00
 0.34380002E+01  0.59363146E+00  0.49455901E+00  0.24352775E+00  0.25476463E-02  0.55333124E+00
 0.34440002E+01  0.59660298E+00  0.49602022E+00  0.24354172E+00  0.20838846E-02  0.55584536E+00
 0.34500002E+01  0.59958327E+00  0.49748150E+00  0.24355290E+00  0.16194804E-02  0.55836399E+00
 0.34560002E+01  0.60257232E+00  0.49894284E+00  0.24356129E+00  0.11544474E-02  0.56088711E+00
 0.34620002E+01  0.60557015E+00  0.50040423E+00  0.24356689E+00  0.68879917E-03  0.56341468E+00
 0.34680002E+01  0.60857674E+00  0.50186564E+00  0.24356970E+00  0.22254964E-03  0.56594669E+00
 0.34740002E+01  0.61159210E+00  0.50332706E+00  0.24356970E+00 -0.24428729E-03  0.56848309E+00
 0.34800002E+01  0.61461622E+00  0.50478847E+00  0.24356690E+00 -0.71169760E-03  0.57102387E+00
 0.34860002E+01  0.61764912E+00  0.50624986E+00  0.24356130E+00 -0.11796672E-02  0.57356898E+00
 0.34920002E+01  0.62069078E+00  0.50771120E+00  0.24355289E+00 -0.16481818E-02  0.57611841E+00
 0.34980002E+01  0.62374121E+00  0.50917249E+00  0.24354166E+00 -0.21172272E-02  0.57867212E+00
 0.35040002E+01  0.62680041E+00  0.51063370E+00  0.24352762E+00 -0.25867890E-02  0.58123008E+00
 0.35100002E+01  0.62986838E+00  0.51209482E+00  0.24351076E+00 -0.30568527E-02  0.58379226E+00
 0.35160002E+01  0.63294511E+00  0.51355583E+00  0.24349108E+00 -0.35274038E-02  0.58635863E+00
 0.35220002E+01  0.63603061E+00  0.51501671E+00  0.24346857E+00 -0.39984275E-02  0.58892917E+00
 0.35280002E+01  0.63912488E+00  0.51647745E+00  0.24344324E+00 -0.44699092E-02  0.59150383E+00
 0.35340002E+01  0.64222790E+00  0.51793803E+00  0.24341507E+00 -0.49418340E-02  0.59408260E+00
 0.35400002E+01  0.64533969E+00  0.51939844E+00  0.24338408E+00 -0.54141870E-02  0.59666543E+00
 0.35460002E+01  0.64846025E+00  0.52085865E+00  0.24335024E+00 -0.58869532E-02  0.59925230E+00
 0.35520002E+01  0.65158956E+00  0.52231865E+00  0.24331357E+00 -0.63601174E-02  0.60184318E+00
 0.35580002E+01  0.65472763E+00  0.52377842E+00  0.24327406E+00 -0.68336646E-02  0.60443803E+00
 0.35640002E+01  0.65787446E+00  0.52523794E+00  0.24323171E+00 -0.73075794E-02  0.60703682E+00
 0.35700002E+01  0.66103005E+00  0.52669720E+00  0.24318651E+00 -0.77818465E-02  0.60963953E+00
 0.35760002E+01  0.66419439E+00  0.52815619E+00  0.24313847E+00 -0.82564504E-02  0.61224611E+00
 0.35820002E+01  0.66736749E+00  0.52961487E+00  0.24308758E+00 -0.87313757E-02  0.61485654E+00
 0.35880002E+01  0.67054933E+00  0.53107325E+00  0.24303384E+00 -0.92066068E-02  0.61747079E+00
 0.35940002E+01  0.67373993E+00  0.53253129E+00  0.24297724E+00 -0.96821280E-02  0.62008881E+00
 0.36000002E+01  0.67693927E+00  0.53398899E+00  0.24291779E+00 -0.10157924E-01  0.62271059E+00
 0.36060002E+01  0.68014736E+00  0.53544632E+00  0.24285549E+00 -0.10633978E-01  0.62533608E+00
 0.36120002E+01  0.68336419E+00  0.53690327E+00  0.24279033E+00 -0.11110274E-01  0.62796525E+00
 0.36180002E+01  0.68658976E+00  0.53835982E+00  0.24272231E+00 -0.11586797E-01  0.63059807E+00
 0.36240002E+01  0.68982407E+00  0.53981595E+00  0.24265143E+00 -0.12063531E-01  0.63323451E+00
 0.36300002E+01  0.69306711E+00  0.54127165E+00  0.24257769E+00 -0.12540459E-01  0.63587453E+00
 0.36360002E+01  0.69631889E+00  0.54272690E+00  0.24250108E+00 -0.13017566E-01  0.63851810E+00
 0.36420002E+01  0.69957940E+00  0.54418168E+00  0.24242162E+00 -0.13494834E-01  0.64116519E+00
 0.36480002E+01  0.70284863E+00  0.54563598E+00  0.24233929E+00 -0.13972248E-01  0.64381575E+00
 0.36540002E+01  0.70612659E+00  0.54708977E+00  0.24225410E+00 -0.14449791E-01  0.64646976E+00
 0.36600002E+01  0.70941327E+00  0.54854305E+00  0.24216604E+00 -0.14927447E-01  0.64912718E+00
 0.36660002E+01  0.71270867E+00  0.54999578E+00  0.24207511E+00 -0.15405198E-01  0.65178798E+00
 0.36720002E+01  0.71601279E+00  0.55144797E+00  0.24198132E+00 -0.15883029E-01  0.65445213E+00
 0.36780002E+01  0.71932561E+00  0.55289958E+00  0.24188466E+00 -0.16360923E-01  0.65711958E+00
 0.36840002E+01  0.72264715E+00  0.55435061E+00  0.24178513E+00 -0.16838863E-01  0.65979030E+00
 0.36900002E+01  0.72597738E+00  0.55580103E+00  0.24168273E+00 -0.17316832E-01  0.66246426E+00
 0.36960002E+01  0.72931632E+00  0.55725083E+00  0.24157747E+00 -0.17794813E-01  0.66514142E+00
 0.37020002E+01  0.73266396E+00  0.55869999E+00  0.24146934E+00 -0.18272789E-01  0.66782174E+00
 0.37080002E+01  0.73602029E+00  0.56014849E+00  0.24135834E+00 -0.18750744E-01  0.67050520E+00
 0.37140002E+01  0.73938530E+00  0.56159631E+00  0.24124447E+00 -0.19228659E-01  0.67319175E+00
 0.37200002E+01  0.74275901E+00  0.56304345E+00  0.24112774E+00 -0.19706519E-01  0.67588136E+00
 0.37260002E+01  0.74614139E+00  0.56448988E+00  0.24100814E+00 -0.20184305E-01  0.67857399E+00
 0.37320002E+01  0.74953245E+00  0.56593558E+00  0.24088567E+00 -0.20662001E-01  0.68126961E+00
 0.37380002E+01  0.75293218E+00  0.56738054E+00  0.24076034E+00 -0.21139589E-01  0.68396818E+00
 0.37440002E+01  0.75634058E+00  0.56882473E+00  0.24063214E+00 -0.21617051E-01  0.68666966E+00
 0.37500002E+01  0.75975765E+00  0.57026816E+00  0.24050108E+00 -0.22094372E-01  0.68937402E+00
 0.37560002E+01  0.76318337E+00  0.57171078E+00  0.24036715E+00 -0.22571531E-01  0.69208122E+00
 0.37620002E+01  0.76661774E+00  0.57315260E+00  0.24023036E+00 -0.23048514E-01  0.69479121E+00
 0.37680002E+01  0.77006076E+00  0.57459358E+00  0.24009071E+00 -0.23525301E-01  0.69750398E+00
 0.37740002E+01  0.77351243E+00  0.57603372E+00  0.23994820E+00 -0.24001875E-01  0.70021947E+00
 0.37800002E+01  0.77697273E+00  0.57747300E+00  0.23980283E+00 -0.24478218E-01  0.70293765E+00
 0.37860002E+01  0.78044167E+00  0.57891139E+00  0.23965461E+00 -0.24954313E-01  0.70565848E+00
 0.37920002E+01  0.78391924E+00  0.58034889E+00  0.23950352E+00 -0.25430142E-01  0.70838193E+00
 0.37980002E+01  0.78740543E+00  0.58178548E+00  0.23934959E+00 -0.25905687E-01  0.71110796E+00
 0.38040002E+01  0.79090023E+00  0.58322113E+00  0.23919280E+00 -0.26380930E-01  0.71383652E+00
 0.38100002E+01  0.79440365E+00  0.58465583E+00  0.23903316E+00 -0.26855854E-01  0.71656759E+00
 0.38160002E+01  0.79791567E+00  0.58608957E+00  0.23887067E+00 -0.27330439E-01  0.71930112E+00
 0.38220002E+01  0.80143629E+00  0.58752232E+00  0.23870534E+00 -0.27804669E-01  0.72203707E+00
 0.38280002E+01  0.80496551E+00  0.58895408E+00  0.23853716E+00 -0.28278525E-01  0.72477540E+00
 0.38340002E+01  0.80850331E+00  0.59038481E+00  0.23836614E+00 -0.28751989E-01  0.72751609E+00
 0.38400002E+01  0.81204969E+00  0.59181452E+00  0.23819228E+00 -0.29225044E-01  0.73025908E+00
 0.38460002E+01  0.81560465E+00  0.59324317E+00  0.23801558E+00 -0.29697670E-01  0.73300434E+00
 0.38520002E+01  0.81916818E+00  0.59467075E+00  0.23783605E+00 -0.30169850E-01  0.73575183E+00
 0.38580002E+01  0.82274027E+00  0.59609725E+00  0.23765368E+00 -0.30641565E-01  0.73850151E+00
 0.38640002E+01  0.82632092E+00  0.59752265E+00  0.23746849E+00 -0.31112798E-01  0.74125335E+00
 0.38700002E+01  0.82991011E+00  0.59894692E+00  0.23728047E+00 -0.31583529E-01  0.74400729E+00
 0.38760002E+01  0.83350785E+00  0.60037006E+00  0.23708963E+00 -0.32053742E-01  0.74676331E+00
 0.38820002E+01  0.83711413E+00  0.60179205E+00  0.23689597E+00 -0.32523416E-01  0.74952136E+00
 0.38880002E+01  0.84072893E+00  0.60321287E+00  0.23669949E+00 -0.32992535E-01  0.75228141E+00
 0.38940002E+01  0.84435225E+00  0.60463250E+00  0.23650020E+00 -0.33461079E-01  0.75504340E+00
 0.39000002E+01  0.84798409E+00  0.60605092E+00  0.23629810E+00 -0.33929030E-01  0.75780731E+00
 0.39060002E+01  0.85162444E+00  0.60746813E+00  0.23609319E+00 -0.34396370E-01  0.76057310E+00
 0.39120002E+01  0.85527328E+00  0.60888410E+00  0.23588549E+00 -0.34863080E-01  0.76334071E+00
 0.39180002E+01  0.85893062E+00  0.61029881E+00  0.23567498E+00 -0.35329142E-01  0.76611012E+00
 0.39240002E+01  0.86259644E+00  0.61171226E+00  0.23546168E+00 -0.35794538E-01  0.76888129E+00
 0.39300002E+01  0.86627074E+00  0.61312441E+00  0.23524559E+00 -0.36259248E-01  0.77165416E+00
 0.39360002E+01  0.86995351E+00  0.61453526E+00  0.23502671E+00 -0.36723255E-01  0.77442870E+00
 0.39420002E+01  0.87364474E+00  0.61594479E+00  0.23480505E+00 -0.37186539E-01  0.77720488E+00
 0.39480002E+01  0.87734442E+00  0.61735299E+00  0.23458061E+00 -0.37649083E-01  0.77998264E+00
 0.39540002E+01  0.88105255E+00  0.61875982E+00  0.23435340E+00 -0.38110867E-01  0.78276196E+00
 0.39600002E+01  0.88476911E+00  0.62016529E+00  0.23412342E+00 -0.38571873E-01  0.78554278E+00
 0.39660002E+01  0.88849411E+00  0.62156937E+00  0.23389068E+00 -0.39032083E-01  0.78832506E+00
 0.39720002E+01  0.89222752E+00  0.62297204E+00  0.23365517E+00 -0.39491478E-01  0.79110877E+00
 0.39780002E+01  0.89596935E+00  0.62437330E+00  0.23341692E+00 -0.39950040E-01  0.79389387E+00
 0.39840002E+01  0.89971958E+00  0.62577311E+00  0.23317591E+00 -0.40407749E-01  0.79668031E+00
 0.39900002E+01  0.90347821E+00  0.62717147E+00  0.23293216E+00 -0.40864587E-01  0.79946805E+00
 0.39960002E+01  0.90724522E+00  0.62856837E+00  0.23268568E+00 -0.41320536E-01  0.80225705E+00
 0.40020002E+01  0.91102060E+00  0.62996377E+00  0.23243645E+00 -0.41775577E-01  0.80504727E+00
 0.40080002E+01  0.91480436E+00  0.63135767E+00  0.23218451E+00 -0.42229692E-01  0.80783866E+00
 0.40140002E+01  0.91859648E+00  0.63275006E+00  0.23192984E+00 -0.42682861E-01  0.81063119E+00
 0.40200002E+01  0.92239694E+00  0.63414090E+00  0.23167245E+00 -0.43135067E-01  0.81342481E+00
 0.40260002E+01  0.92620575E+00  0.63553020E+00  0.23141235E+00 -0.43586291E-01  0.81621948E+00
 0.40320002E+01  0.93002288E+00  0.63691793E+00  0.23114955E+00 -0.44036514E-01  0.81901516E+00
 0.40380002E+01  0.93384834E+00  0.63830407E+00  0.23088405E+00 -0.44485717E-01  0.82181180E+00
 0.40440002E+01  0.93768211E+00  0.63968861E+00  0.23061586E+00 -0.44933883E-01  0.82460937E+00
 0.40500002E+01  0.94152419E+00  0.64107153E+00  0.23034498E+00 -0.45380992E-01  0.82740782E+00
 0.40560002E+01  0.94537456E+00  0.64245282E+00  0.23007142E+00 -0.45827026E-01  0.83020711E+00
 0.40620002E+01  0.94923321E+00  0.64383247E+00  0.22979519E+00 -0.46271967E-01  0.83300720E+00
 0.40680002E+01  0.95310013E+00  0.64521045E+00  0.22951630E+00 -0.46715797E-01  0.83580804E+00
 0.40740002E+01  0.95697531E+00  0.64658674E+00  0.22923474E+00 -0.47158495E-01  0.83860960E+00
 0.40800002E+01  0.96085875E+00  0.64796134E+00  0.22895053E+00 -0.47600046E-01  0.84141182E+00
 0.40860002E+01  0.96475044E+00  0.64933423E+00  0.22866367E+00 -0.48040429E-01  0.84421467E+00
 0.40920002E+01  0.96865035E+00  0.65070539E+00  0.22837418E+00 -0.48479626E-01  0.84701811E+00
 0.40980002E+01  0.97255849E+00  0.65207480E+00  0.22808205E+00 -0.48917620E-01  0.84982209E+00
 0.41040002E+01  0.97647483E+00  0.65344245E+00  0.22778730E+00 -0.49354391E-01  0.85262656E+00
 0.41100002E+01  0.98039938E+00  0.65480833E+00  0.22748993E+00 -0.49789922E-01  0.85543150E+00
 0.41160002E+01  0.98433212E+00  0.65617242E+00  0.22718995E+00 -0.50224195E-01  0.85823684E+00
 0.41220002E+01  0.98827304E+00  0.65753470E+00  0.22688737E+00 -0.50657190E-01  0.86104256E+00
 0.41280002E+01  0.99222213E+00  0.65889515E+00  0.22658220E+00 -0.51088890E-01  0.86384860E+00
 0.41340002E+01  0.99617937E+00  0.66025377E+00  0.22627444E+00 -0.51519277E-01  0.86665492E+00
 0.41400002E+01  0.10001448E+01  0.66161053E+00  0.22596410E+00 -0.51948332E-01  0.86946149E+00
 0.41460002E+01  0.10041183E+01  0.66296543E+00  0.22565119E+00 -0.52376038E-01  0.87226825E+00
 0.41520002E+01  0.10080999E+01  0.66431844E+00  0.22533572E+00 -0.52802376E-01  0.87507517E+00
 0.41580002E+01  0.10120897E+01  0.66566955E+00  0.22501769E+00 -0.53227328E-01  0.87788220E+00
 0.41640002E+01  0.10160876E+01  0.66701874E+00  0.22469712E+00 -0.53650877E-01  0.88068930E+00
 0.41700002E+01  0.10200935E+01  0.66836600E+00  0.22437401E+00 -0.54073005E-01  0.88349643E+00
 0.41760002E+01  0.10241075E+01  0.66971132E+00  0.22404837E+00 -0.54493693E-01  0.88630353E+00
 0.41820002E+01  0.10281296E+01  0.67105468E+00  0.22372022E+00 -0.54912923E-01  0.88911057E+00
 0.41880002E+01  0.10321598E+01  0.67239606E+00  0.22338955E+00 -0.55330679E-01  0.89191751E+00
 0.41940002E+01  0.10361980E+01  0.67373545E+00  0.22305638E+00 -0.55746942E-01  0.89472430E+00
 0.42000002E+01  0.10402442E+01  0.67507283E+00  0.22272071E+00 -0.56161695E-01  0.89753090E+00
 0.42060002E+01  0.10442985E+01  0.67640819E+00  0.22238256E+00 -0.56574919E-01  0.90033726E+00
 0.42120002E+01  0.10483607E+01  0.67774152E+00  0.22204194E+00 -0.56986598E-01  0.90314335E+00
 0.42180002E+01  0.10524310E+01  0.67907279E+00  0.22169885E+00 -0.57396714E-01  0.90594911E+00
 0.42240002E+01  0.10565092E+01  0.68040200E+00  0.22135330E+00 -0.57805250E-01  0.90875451E+00
 0.42300002E+01  0.10605954E+01  0.68172913E+00  0.22100531E+00 -0.58212187E-01  0.91155949E+00
 0.42360002E+01  0.10646895E+01  0.68305417E+00  0.22065488E+00 -0.58617509E-01  0.91436403E+00
 0.42420002E+01  0.10687916E+01  0.68437709E+00  0.22030203E+00 -0.59021199E-01  0.91716807E+00
 0.42480002E+01  0.10729017E+01  0.68569789E+00  0.21994675E+00 -0.59423239E-01  0.91997156E+00
 0.42540002E+01  0.10770196E+01  0.68701655E+00  0.21958907E+00 -0.59823613E-01  0.92277448E+00
 0.42600002E+01  0.10811455E+01  0.68833306E+00  0.21922899E+00 -0.60222302E-01  0.92557677E+00
 0.42660002E+01  0.10852792E+01  0.68964741E+00  0.21886653E+00 -0.60619291E-01  0.92837839E+00
 0.42720002E+01  0.10894208E+01  0.69095957E+00  0.21850168E+00 -0.61014562E-01  0.93117929E+00
 0.42780002E+01  0.10935703E+01  0.69226953E+00  0.21813447E+00 -0.61408098E-01  0.93397944E+00
 0.42840002E+01  0.10977277E+01  0.69357729E+00  0.21776491E+00 -0.61799883E-01  0.93677879E+00
 0.42900002E+01  0.11018928E+01  0.69488282E+00  0.21739300E+00 -0.62189900E-01  0.93957729E+00
 0.42960002E+01  0.11060659E+01  0.69618611E+00  0.21701875E+00 -0.62578132E-01  0.94237490E+00
 0.43020002E+01  0.11102467E+01  0.69748715E+00  0.21664218E+00 -0.62964563E-01  0.94517159E+00
 0.43080002E+01  0.11144353E+01  0.69878592E+00  0.21626329E+00 -0.63349176E-01  0.94796730E+00
 0.43140002E+01  0.11186317E+01  0.70008242E+00  0.21588211E+00 -0.63731955E-01  0.95076199E+00
 0.43200002E+01  0.11228359E+01  0.70137662E+00  0.21549863E+00 -0.64112884E-01  0.95355562E+00
 0.43260002E+01  0.11270479E+01  0.70266851E+00  0.21511287E+00 -0.64491947E-01  0.95634814E+00
 0.43320002E+01  0.11312675E+01  0.70395809E+00  0.21472484E+00 -0.64869127E-01  0.95913952E+00
 0.43380002E+01  0.11354950E+01  0.70524532E+00  0.21433456E+00 -0.65244408E-01  0.96192970E+00
 0.43440002E+01  0.11397301E+01  0.70653021E+00  0.21394203E+00 -0.65617774E-01  0.96471865E+00
 0.43500002E+01  0.11439729E+01  0.70781274E+00  0.21354726E+00 -0.65989211E-01  0.96750632E+00
 0.43560002E+01  0.11482235E+01  0.70909289E+00  0.21315027E+00 -0.66358700E-01  0.97029267E+00
 0.43620002E+01  0.11524817E+01  0.71037066E+00  0.21275107E+00 -0.66726229E-01  0.97307765E+00
 0.43680002E+01  0.11567475E+01  0.71164602E+00  0.21234967E+00 -0.67091779E-01  0.97586123E+00
 0.43740002E+01  0.11610210E+01  0.71291897E+00  0.21194608E+00 -0.67455337E-01  0.97864336E+00
 0.43800002E+01  0.11653022E+01  0.71418949E+00  0.21154032E+00 -0.67816887E-01  0.98142399E+00
 0.43860002E+01  0.11695909E+01  0.71545757E+00  0.21113239E+00 -0.68176413E-01  0.98420308E+00
 0.43920002E+01  0.11738873E+01  0.71672320E+00  0.21072231E+00 -0.68533901E-01  0.98698059E+00
 0.43980002E+01  0.11781912E+01  0.71798636E+00  0.21031010E+00 -0.68889335E-01  0.98975648E+00
 0.44040002E+01  0.11825027E+01  0.71924704E+00  0.20989575E+00 -0.69242700E-01  0.99253070E+00
 0.44100002E+01  0.11868218E+01  0.72050523E+00  0.20947929E+00 -0.69593982E-01  0.99530321E+00
 0.44160002E+01  0.11911484E+01  0.72176091E+00  0.20906073E+00 -0.69943166E-01  0.99807398E+00
 0.44220002E+01  0.11954825E+01  0.72301408E+00  0.20864008E+00 -0.70290237E-01  0.10008429E+01
 0.44280002E+01  0.11998242E+01  0.72426472E+00  0.20821736E+00 -0.70635180E-01  0.10036101E+01
 0.44340002E+01  0.12041733E+01  0.72551281E+00  0.20779257E+00 -0.70977982E-01  0.10063753E+01
 0.44400002E+01  0.12085300E+01  0.72675835E+00  0.20736573E+00 -0.71318628E-01  0.10091386E+01
 0.44460002E+01  0.12128941E+01  0.72800133E+00  0.20693685E+00 -0.71657103E-01  0.10119000E+01
 0.44520002E+01  0.12172656E+01  0.72924172E+00  0.20650595E+00 -0.71993394E-01  0.10146593E+01
 0.44580002E+01  0.12216446E+01  0.73047952E+00  0.20607304E+00 -0.72327487E-01  0.10174166E+01
 0.44640002E+01  0.12260310E+01  0.73171472E+00  0.20563812E+00 -0.72659368E-01  0.10201718E+01
 0.44700002E+01  0.12304248E+01  0.73294731E+00  0.20520123E+00 -0.72989024E-01  0.10229249E+01
 0.44760002E+01  0.12348260E+01  0.73417726E+00  0.20476236E+00 -0.73316440E-01  0.10256758E+01
 0.44820002E+01  0.12392345E+01  0.73540458E+00  0.20432153E+00 -0.73641603E-01  0.10284245E+01
 0.44880002E+01  0.12436505E+01  0.73662925E+00  0.20387876E+00 -0.73964500E-01  0.10311709E+01
 0.44940002E+01  0.12480737E+01  0.73785126E+00  0.20343406E+00 -0.74285118E-01  0.10339150E+01
 0.45000002E+01  0.12525043E+01  0.73907059E+00  0.20298744E+00 -0.74603443E-01  0.10366568E+01
